EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,ID_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,TIPOS_ESPACIOS,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,ESPACIOS_ID,HABILIDAD1_ID,HABILIDAD2_ID,HABILIDAD3_ID,HABILIDAD4_ID,HABILIDAD5_ID,MATERIA1,MATERIA2,MATERIA3,MATERIA4,MATERIA5,CALIFM1,CALIFM2,CALIFM3,CALIFM4,CALIFM5,INFLU_MEDIATICA,CARR_PROF_PADRES,MATERIA1_ID,MATERIA2_ID,MATERIA3_ID,MATERIA4_ID,MATERIA5_ID
25,MUJER,INGENIERIA INDUSTRIAL,18,1,4,4,5,4,4,5,4,4,4,4,CAMPO,ACTITUD,HABLAR EN PUBLICO,LIDERAR,ANALIZAR,REDACCION,10.0,10.0,10.0,10.0,10.0,FAMILIARES,1,54,74,100,39,18,DIBUJO, ADMINISTRACION, ALGEBRA,QUIMICA, INFORMATICA,8.0,9.0,8.0,8.0,9.0,NINGUNO,MISMA,11,18,9,7,30
24,HOMBRE,INGENIERIA CIVIL,16,3,5,4,5,5,1,5,4,1,5,5,EXTRANJERO,RAZONAR,PENSAR,IMAGINAR,CALCULAR,CREATIVIDAD,10.0,10.0,10.0,10.0,10.0,PERSONAL,2,46,50,99,100,4,FISICA,CALCULO, ALGEBRA,DIBUJO, GEOMETRIA,9.0,8.0,9.0,9.0,10.0,TV/MEDIOS IMPRESOS,SIMILAR,3,3,9,11,7
22,MUJER,ARQUITECTURA,18,14,4,5,5,1,1,5,5,5,5,5,OFICINAS,DISENO, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,FACTIBILIDAD DE IDEAS,TRABAJO EN EQUIPO Y ORGANIZACION DE TIEMPOS,NOINFO,9.0,10.0,9.0,10.0,9.0,PERSONAL,0,31,58,102,108,1,DIBUJO,MATEMATICAS,FISICA, HISTORIA Y DERECHO,NOINFO,10.0,8.0,9.0,8.0,10.0,WEB / REDES SOC,MISMA,11,1,0,69,1
22,MUJER,INGENIERIA ELECTRICA ELECTRONICA,18,2,2,3,4,5,1,5,5,5,5,5,EXTRANJERO,LOGICA,ANALISIS,PENSAMIENTO CRITICO,FACILIDAD DE COMUNICACION,CAPACIDAD DE RESOLVER PROBLEMAS,8.0,8.0,10.0,10.0,9.0,PERSONAL,2,26,7,6,125,36,FISICA,MATEMATICAS,CALCULO INTEGRAL, CALCULO DIFERENCIAL, CIBERNETICA,10.0,9.0,10.0,10.0,9.0,NINGUNO,DIFERENTE,3,1,65,77,26
25,HOMBRE,MEDICINA,17,10,4,4,2,1,1,5,5,1,5,1,OFICINAS,EMPATIA,DESTREZA,MEMORIA,SOPORTE FISICO,COMPRENSION,10.0,8.0,7.0,8.0,9.0,PERSONAL,0,74,37,48,80,20,SALUD, BIOLOGIA,FISICA, MORFOFISIOLOGIA,QUIMICA,10.0,10.0,8.0,10.0,10.0,CARRERA DE MODA,MISMA,28,20,0,35,8
20,HOMBRE,INGENIERIA CIVIL,17,3,5,4,4,2,5,3,4,1,2,2,CAMPO,PACIENCIA,CREATIVIDAD,DOMINIO CONOCIMINETOS,ORDEN,EFICIENCIA,9.0,8.0,8.0,8.0,9.0,PERSONAL,1,10,2,103,67,56,MATE,FISICA,QUIMICA,INGLES,LOGICA,8.0,10.0,6.0,10.0,7.0,NINGUNO,DIFERENTE,22,2,2,4,6
21,HOMBRE,CONTADURIA,18,18,5,4,1,1,1,1,1,1,1,1,CAMPO,HABILIDAD MATEMATICA,DINAMICO,DISCIPLINADO,TOMA DE DECISIONES,RAZONAMIENTO,8.0,8.0,7.0,9.0,8.0,PERSONAL,1,45,95,69,4,11,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,NINGUNO,SIMILAR,7,4,1,2,1
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,4,2,5,5,5,5,5,5,CAMPO,COMUNICACION,ANALISIS,CREATIVIDAD,SOLUCION DE PROBLEMAS,TRABAJO EN EQUIPO,5.0,9.0,7.0,9.0,5.0,PERSONAL,1,29,7,4,103,3,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,NINGUNO,S/CARRERA,7,4,1,2,1
27,MUJER,ADMINISTRACION,24,11,5,5,5,1,5,1,1,1,1,1,OFICINAS,ANALISIS,TRABAJO EN EQUIPO,ADMON DEL TIEMPO,NOINFO,NOINFO,10.0,7.0,8.0,0.0,0.0,PERSONAL,0,1,19,52,0,1,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,WEB / REDES SOC,DIFERENTE,7,4,1,2,1
28,HOMBRE,INGENIERIA PETROLERA,20,6,5,5,5,5,5,4,5,4,4,4,EXTRANJERO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,NOINFO,2,4,3,1,0,1,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,WEB / REDES SOC,DIFERENTE,7,4,1,2,1
21,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,1,1,1,5,5,1,1,1,CAMPO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,PERSONAL,1,4,3,1,0,1,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,NINGUNO,S/CARRERA,7,4,1,2,1
22,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,2,5,3,5,5,5,5,CAMPO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,4,3,1,0,1,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,10.0,10.0,10.0,10.0,10.0,WEB / REDES SOC,S/CARRERA,7,4,1,2,1
22,MUJER,MEDICINA VETERINARIA,6,36,5,5,4,3,1,1,3,3,3,3,EXTRANJERO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,4.0,0.0,0.0,PERSONAL,2,4,3,1,0,1,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,3.0,3.0,0.0,3.0,0.0,NINGUNO,DIFERENTE,7,4,1,2,1
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,2,2,1,1,1,5,5,2,1,CAMPO,MATEMATICAS,RESPONSABILIDAD,CONFIANZA,RAZONAMIENTO,ANALISIS,8.0,7.0,9.0,8.0,6.0,FAMILIARES,1,5,1,50,10,2,FISICA,CIBERNETICA,CALCULO,QUIMICA,MATEMATICAS,9.0,9.0,10.0,8.0,8.0,NINGUNO,DIFERENTE,3,9,7,7,5
23,HOMBRE,INGENIERIA EN COMPUTACION,19,0,4,4,4,2,5,1,2,1,4,4,OTROS,ABSTRACCION,RESPONSABILIDAD,ANALISIS,LIDERAZGO,INVESTIGACION,7.0,9.0,8.0,9.0,8.0,PERSONAL,3,0,1,7,20,6,COMPUTACION,MATEMATILCAS,FISICA,QUIMICA,TEMAS SELECTOS DE MATEMATICAS,10.0,8.0,9.0,9.0,8.0,NINGUNO,SIMILAR,4,29,0,7,27
22,HOMBRE,INGENIERIA PETROLERA,19,6,3,3,2,1,1,1,4,1,2,3,EXTRANJERO,MATEMATICAS,GEOMETRIA,ANALISIS,RAZONAMIENTO,FISICA,8.0,7.0,9.0,9.0,8.0,PERSONAL,2,5,84,7,10,31,MATEMATICAS,CIENCIAS,CIENCIAS SOCIALES,COMPUTACION,GEOLOGIA,9.0,8.0,10.0,10.0,8.0,NINGUNO,S/CARRERA,1,45,69,8,50
22,MUJER,INGENIERIA MECANICA,17,7,5,5,5,4,3,2,3,1,2,4,OTROS,PENSAMIENTO LOGICO,CONSTRUCCION,RAPIDEZ,PRECISION,INNOVACION,7.0,8.0,7.0,8.0,7.0,PERSONAL,3,43,75,28,83,68,MATEMATICAS,FISICA,QUIMICA,LOGICA,BIOLOGIA,7.0,9.0,6.0,8.0,9.0,NINGUNO,S/CARRERA,1,2,2,10,25
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,4,1,1,1,1,1,1,1,1,OTROS,LOGICA,MATEMATICAS,RESOLUCION DE PROBLEMAS,PROGRAMACION,ANALISIS,8.0,8.0,9.0,8.0,9.0,PERSONAL,3,26,31,2,8,2,MATEMATICAS,LOGICA,QUIMICA,INFORMATICA,FISICA,10.0,10.0,10.0,10.0,10.0,NINGUNO,S/CARRERA,1,5,2,9,3
21,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,2,2,5,5,5,2,4,4,CAMPO,CONSTANCIA,RESPONSABILIDAD,ADAPTACION,PLANIFICACION,INICIATIVA,8.0,7.0,8.0,7.0,6.0,PERSONAL,1,18,1,43,61,71,LOGICA,CALCULO,INFORMATICA,GEOMETRIA ANALITICA,FISICA,8.0,7.0,9.0,9.0,7.0,CARRERA DE MODA,DIFERENTE,21,3,12,25,3
21,HOMBRE,INGENIERIA PETROLERA,17,6,3,2,4,5,5,5,5,1,4,5,EXTRANJERO,INGENIO,INNOVACION,DEDICACION,SOCIABILIDAD,DISCIPLINA,7.0,6.0,8.0,8.0,9.0,PERSONAL,2,13,21,9,66,10,CALCULO DIFERENCIAL, CALCULO INTEGRAL,QUIMICA,FISICA, CIBERNETICA,8.0,8.0,8.0,8.0,8.0,NINGUNO,S/CARRERA,16,22,2,3,26
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,4,1,1,1,1,1,1,1,CAMPO,RESOLVER PROBLEMAS,RAZONAMIENTO,ANALISIS,CREATIVIDAD,ORGANIZACION,10.0,10.0,9.0,9.0,8.0,PERSONAL,1,15,12,7,5,0,INFORMATICA,MATEMATILCAS,FISICA,LOGICA,ORIENTACION EDUCATIVA,10.0,9.0,8.0,10.0,10.0,WEB / REDES SOC,DIFERENTE,8,29,0,10,33
22,HOMBRE,INGENIERIA PETROLERA,19,6,4,4,2,5,1,1,5,2,4,5,OTROS,MATEMATICAS,PREDECIR EVENTOS,RESOLUCION DE PROBLEMAS,TRABAJO BAJO PRESION,LIDERAZGO,8.0,7.0,10.0,9.0,10.0,PERSONAL,3,5,52,2,23,5,MATEMATICAS,FISICA,QUIMICA,GEOLOGIA, HISTORIA,10.0,10.0,10.0,8.0,6.0,WEB / REDES SOC,S/CARRERA,1,2,2,47,24
21,HOMBRE,INGENIERIA EN COMPUTACION,15,0,2,4,2,1,1,1,1,5,5,1,CAMPO,CONSTANCIA,DISCIPLINA,PASION,DESTREZA,VISION,10.0,8.0,8.0,8.0,9.0,PERSONAL,1,18,25,49,9,40,MATEMATICAS,INGLES,ETIMOLOGIAS GRECOLATINAS,QUIMICA,FISICA,10.0,10.0,9.0,9.0,9.0,WEB / REDES SOC,DIFERENTE,1,14,48,7,3
22,MUJER,INGENIERIA CIVIL,18,3,5,5,5,1,5,5,5,5,1,1,EXTRANJERO,MATEMATICAS,CREATIVIDAD,RESOLUCION DE PROBLEMAS,ABSTRACCION,CONSTANCIA,7.0,9.0,8.0,8.0,7.0,PERSONAL,2,5,2,2,19,17,MATEMATICAS,QUIMICA,DIBUJO CONSTRUCTIVO,FISICA,CALCULO,6.0,7.0,10.0,8.0,8.0,NINGUNO,S/CARRERA,1,8,68,3,4
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,4,5,2,3,2,1,3,1,2,OTROS,MATEMATICAS,LOGICA,ANALISIS,RESOLUCION DE PROBLEMAS,CONSTANCIA,9.0,9.0,9.0,9.0,10.0,PERSONAL,3,5,5,7,14,17,MATEMATICAS,FISICA,QUIMICA,INFORMATICA,MATEMATICAS AVANZADAS,10.0,8.0,9.0,10.0,8.0,WEB / REDES SOC,DIFERENTE,1,2,2,9,60
23,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,19,2,5,5,4,2,4,1,1,2,4,1,OFICINAS,PACIENCIA,OBSERVADOR,INGENIOSO,INVESTIGADOR,CREATIVIDAD,9.0,9.0,9.0,9.0,10.0,PERSONAL,0,10,26,77,69,4,MATEMATICAS, INFORMATICA,CALCULO,INGLES,COMPUTACION,9.0,10.0,8.0,7.0,8.0,NINGUNO,S/CARRERA,1,6,7,4,2
22,MUJER,INGENIERIA CIVIL,17,3,5,5,4,5,3,2,1,2,1,1,CAMPO,ESPACIAL,VERBAL,MATEMATICAS,SOCIAL,FINANCIERA,8.0,8.0,9.0,8.0,9.0,PERSONAL,1,71,93,20,74,76,QUIMICA,MATEMATICAS,FISICA, DIBUJO CONSTRUCTIVO,ETICA,9.0,10.0,9.0,8.0,10.0,NINGUNO,DIFERENTE,9,1,0,59,13
21,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,3,2,5,1,1,1,4,2,OTROS,ANALISIS, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,CREATIVIDAD,ABSTRACCION,INVESTIGACION,7.0,8.0,6.0,9.0,7.0,PERSONAL,3,1,58,4,19,6,LENGUAJES DE PROGRAMACION,CIRCUITOS LOGICOS COMBINATORIOS,CIRCUITOS LOGICOS SECUENCIALES,MICROELECTRONICA PROGRAMABLE,REDES DIGITALES,10.0,10.0,10.0,10.0,10.0,WEB / REDES SOC,DIFERENTE,10,49,32,48,43
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,5,5,1,2,4,1,4,4,CAMPO,AUTODIDACTA,CREATIVIDAD,PACIENCIA,TRABAJO EN EQUIPO,DISCIPLINA,8.0,7.0,8.0,6.0,6.0,PERSONAL,1,11,2,16,2,10,COMPUTACION, INFORMATICA, LOGICA,MATEMATICAS,FISICAS,9.0,8.0,9.0,9.0,8.0,WEB / REDES SOC,S/CARRERA,4,6,5,6,58
22,MUJER,INGENIERIA EN TELECOMUNICACIONES,17,9,5,5,2,4,3,3,5,2,4,5,OFICINAS,ELECTRONICA, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,DISENO Y MANTENIMIENTO DE ENLACES,MATEMATICAS,REDES DE DATOS,8.0,9.0,9.0,10.0,8.0,PERSONAL,0,59,58,111,91,95,CIBERNETICA,EXPRESION GRAFICA, FILOSOFIA,PSICOLOGIA,COMUNICACION,10.0,10.0,10.0,10.0,10.0,NINGUNO,DIFERENTE,6,51,14,20,12
22,HOMBRE,INGENIERIA EN COMPUTACION,15,0,4,4,2,5,1,1,2,1,5,2,OTROS,AUTODIDACTA,ABSTRACCION,RESOLUCION DE PROBLEMAS,CREATIVIDAD,TOMA DE DECISIONES,10.0,9.0,10.0,8.0,9.0,PERSONAL,3,11,39,2,5,88,CALCULO,FISICA,QUIMICA,MATEMATICAS,INGLES,10.0,8.0,10.0,10.0,9.0,WEB / REDES SOC,S/CARRERA,2,2,2,6,0
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,5,5,4,5,5,2,2,3,OFICINAS,PENSAMIENTO LOGICO,MATEMATICAS,ANALISIS,CREATIVIDAD,CONSTANCIA,8.0,8.0,8.0,8.0,7.0,PERSONAL,0,43,31,7,5,17,FISICA,MATEMATICAS,QUIMICA,INFORMATICA,COMUNICACION,6.0,8.0,9.0,9.0,10.0,TV/MEDIOS IMPRESOS,S/CARRERA,3,1,2,9,12
22,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,18,9,4,4,2,2,1,4,1,2,4,2,EXTRANJERO,MATEMATICAS,CREATIVIDAD,CRITERIO,ABSTRACCION,ASERTIVIDAD,9.0,8.0,8.0,9.0,8.0,PERSONAL,2,5,2,25,19,86,MATEMATICAS,FISICA, TEMAS SELECTOS DE MATEMATICAS,QUIMICA,BIOLOGIA,10.0,10.0,9.0,9.0,8.0,NINGUNO,SIMILAR,1,2,72,7,25
23,HOMBRE,INGENIERIA MECATRONICA,17,4,2,5,2,4,1,5,5,1,4,1,OTROS,DEDICACION,RESOLUCION DE PROBLEMAS,ORGANIZACION,TRABAJO EN EQUIPO,TOMA DE DECISIONES,8.0,8.0,7.0,10.0,9.0,PERSONAL,3,21,23,13,2,88,CIBERNETICA,FISICA,CALCULO,COMPUTACION,COMUNICACION,10.0,10.0,10.0,9.0,8.0,NINGUNO,DIFERENTE,6,2,7,8,12
19,MUJER,INGENIERIA MECANICA,18,7,5,1,1,5,1,1,1,1,1,1,OTROS,RESOLUCION DE PROBLEMAS,RESPONSABILIDAD,PLANIFICACION,RESOLUCION DE PROBLEMAS,ORGANIZACION,9.0,10.0,7.0,9.0,10.0,PERSONAL,3,23,1,51,14,0,CALCULO,FISICA, FILOSOFIA,LITERATURA,QUIMICA,8.0,9.0,7.0,8.0,9.0,NINGUNO,S/CARRERA,2,2,14,22,8
26,HOMBRE,INGENIERIA MECANICA,18,7,1,1,1,1,1,5,1,1,1,1,EXTRANJERO,ADAPTACION,ORGANIZACION,DISCIPLINA,CONSTANCIA,PLANIFICACION,8.0,8.0,8.0,6.0,7.0,FAMILIARES,2,24,17,10,13,43,MATEMATICAS,FISICA,MECANICA,COMUNICACION,SOCIOLOGIA,7.0,10.0,9.0,6.0,9.0,NINGUNO,DIFERENTE,1,2,56,21,28
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,1,1,1,1,1,5,1,1,1,1,CAMPO,CONSTANCIA,INICIATIVA,ANALISIS,RESOLUCION DE PROBLEMAS,TRABAJO BAJO PRESION,10.0,9.0,7.0,10.0,8.0,PERSONAL,1,18,51,7,14,38,COMPUTACION,DISENO WEB,FISICA,FILOSOFIA,COMUNICACION,10.0,10.0,10.0,8.0,8.0,WEB / REDES SOC,S/CARRERA,4,54,0,0,12
19,MUJER,INGENIERIA EN COMPUTACION,15,0,5,5,3,5,1,1,1,1,1,3,CAMPO,MATEMATICAS,ORGANIZACION,DEDICACION,TRABAJO EN EQUIPO,DISCIPLINA,8.0,9.0,9.0,7.0,9.0,PERSONAL,1,5,17,9,2,10,COMPUTACION,OPCION TECNICA,MATEMATICAS,DIBUJO,DERECHO,10.0,10.0,9.0,10.0,8.0,NINGUNO,SIMILAR,4,27,8,11,9
24,MUJER,INGENIERIA PETROLERA,18,6,5,3,5,5,1,5,5,1,5,5,EXTRANJERO,IDIOMAS,PROGRAMACION,MATEMATICAS,TRABAJO EN EQUIPO,ANALISIS,3.0,9.0,9.0,6.0,6.0,PERSONAL,2,32,15,20,2,2,MATEMATICAS,FISICA,QUIMICA,PSICOLOGIA,COMPUTACION,9.0,10.0,8.0,9.0,8.0,CARRERA DE MODA,DIFERENTE,1,2,2,20,2
18,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,5,5,1,5,5,1,3,5,OTROS,PROGRAMACION,CONSTANCIA,DISCIPLINA,PLANIFICACION,RESOLUCION DE PROBLEMAS,8.0,7.0,9.0,7.0,9.0,PERSONAL,3,19,22,10,61,22,ESPANOL,MATEMATICAS,FISICA,ADMINISTRACION,COMPUTACION,9.0,8.0,9.0,9.0,10.0,CARRERA DE MODA,DIFERENTE,33,1,0,14,2
22,HOMBRE,INGENIERIA BIOMEDICA,19,34,5,5,3,1,1,1,1,1,1,1,OFICINAS,IDIOMAS,CREATIVIDAD,EMPATIA,ETICA,AUTODIDACTA,4.0,8.0,9.0,9.0,7.0,PERSONAL,0,32,2,19,28,8,BIOLOGIA,QUIMICA,ANATOMIA,MATEMATICAS,FISICA,8.0,7.0,8.0,9.0,9.0,CARRERA DE NUEVA,DIFERENTE,20,8,41,6,3
22,MUJER,INGENIERIA EN COMPUTACION,18,0,4,4,5,1,1,1,1,1,3,5,CAMPO,RESOLUCION DE PROBLEMAS,DEDICACION,MATEMATICAS,COMUNICACION Y ORGANIZACION,TOMA DE DESICIONES,9.0,7.0,7.0,9.0,10.0,PERSONAL,1,23,9,20,51,9,CIBERNETICA,FISICA,CALCULO,LITERATURA,OPCION TECNICA,10.0,9.0,10.0,10.0,10.0,CARRERA DE MODA,S/CARRERA,6,2,7,22,31
22,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,19,9,3,1,5,5,1,1,1,1,4,1,EXTRANJERO,DISCIPLINA,CONSTANCIA,RESOLUCION DE PROBLEMAS,DEDICACION,ANALISIS,7.0,8.0,10.0,8.0,3.0,PERSONAL,2,12,22,2,56,2,COMPUTACION,MATEMATICAS,SOCIOLOGIA,COMUNICACION,FISICA,10.0,9.0,10.0,10.0,7.0,NINGUNO,DIFERENTE,4,1,55,21,3
18,HOMBRE,INGENIERIA PETROLERA,17,6,5,5,5,5,5,5,4,5,4,5,OFICINAS,MATEMATICAS,TRABAJO EN EQUIPO,RESOLUCION DE PROBLEMAS,NEGOCIAR,HABLAR EN PUBLICO,8.0,9.0,9.0,8.0,9.0,PERSONAL,0,5,19,2,97,41,CALCULO,QUIMICA,FISICA, ESTADISTICA,COMUNICACION,9.0,8.0,9.0,10.0,8.0,TV/MEDIOS IMPRESOS,S/CARRERA,2,8,0,18,12
20,HOMBRE,INGENIERIA CIVIL,18,3,5,5,4,2,5,4,5,5,2,4,OFICINAS,CREATIVIDAD,RESPONSABILIDAD,CONSTANCIA,INGLES,PROGRAMACION,8.0,8.0,7.0,4.0,4.0,PERSONAL,0,2,1,11,31,92,FISICA,QUIMICA,INGLES,MATEMATICAS,CALCULO,8.0,7.0,7.0,6.0,8.0,WEB / REDES SOC,DIFERENTE,3,8,16,6,4
22,HOMBRE,INGENIERIA GEOMATICA,17,33,3,4,2,1,1,1,5,1,1,4,EXTRANJERO,SOFTWARE, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,HIDRAULICA,E TOTAL,ESTADISITCA,8.0,6.0,7.0,10.0,8.0,PERSONAL,2,25,58,76,57,55,MATEMATICAS,FISICA,QUIMICA,PROGRAMACION,COMPUTACION,8.0,8.0,6.0,9.0,7.0,NINGUNO,S/CARRERA,1,2,2,32,2
21,MUJER,INGENIERIA EN COMPUTACION,16,0,4,5,5,1,3,5,5,1,1,2,CAMPO,PACIENCIA,CONTROL,RESPETO,EMPATIA,DEDICACION,10.0,7.0,10.0,3.0,10.0,PERSONAL,1,10,28,40,18,25,MATEMATICAS,CIBERNETICA,FISICA,INGLES,EXPRESION GRAFICA,10.0,10.0,8.0,8.0,10.0,WEB / REDES SOC,DIFERENTE,1,9,0,4,21
22,MUJER,INGENIERIA EN COMPUTACION,17,0,5,5,4,5,3,5,5,1,4,3,CAMPO,ANALISIS,CREATIVIDAD,DEDICACION,PACIENCIA,DETERMINACION,9.0,9.0,9.0,8.0,9.0,PERSONAL,1,1,2,9,15,32,CALCULO,CIBERNETICA,FISICA,INGLES,MATEMATICAS,8.0,10.0,7.0,10.0,9.0,NINGUNO,DIFERENTE,2,9,0,4,5
18,MUJER,INGENIERIA EN COMPUTACION,16,0,5,5,4,5,5,5,5,1,4,4,OTROS,ANALISIS,IMAGINACION,RESOLUCION DE PROBLEMAS,INNOVACION,CREATIVIDAD,9.0,8.0,9.0,8.0,9.0,PERSONAL,3,1,11,2,21,4,INFORMATICA,MATEMATICAS,FISICA, CALCULO,COMPUTACION,8.0,9.0,7.0,8.0,8.0,NINGUNO,S/CARRERA,8,1,0,1,2
19,HOMBRE,INGENIERIA INDUSTRIAL,18,1,4,4,2,1,5,1,1,2,2,5,OFICINAS,LIDERAZGO,INNOVACION,ESTRATEGIA,RAZONAMIENTO,ADAPTACION,7.0,10.0,8.0,10.0,10.0,PERSONAL,0,3,21,80,10,73,CALCULO,LATIN,FISICA,COMPUTACION,MATEMATICAS,10.0,10.0,10.0,10.0,10.0,NINGUNO,DIFERENTE,2,46,0,8,5
21,HOMBRE,INGENIERIA MECANICA,18,7,5,5,5,5,5,5,1,1,4,5,OTROS,CREATIVIDAD,INGENIO,RAZONAMIENTO,ADAPTACION,NEGOCIAR,9.0,9.0,8.0,8.0,8.0,FAMILIARES,3,2,8,21,35,80,CALCULO,MATEMATICAS,QUIMICA,FISICA,ESTADISTICA,9.0,8.0,8.0,8.0,8.0,NINGUNO,DIFERENTE,2,1,2,3,15
21,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,17,2,4,4,4,4,1,1,4,3,3,1,OFICINAS,CONSTANCIA,MATEMATICAS,VISION,PROGRAMACION,FISICA,5.0,6.0,8.0,7.0,6.0,PERSONAL,0,18,31,34,8,31,FISICA,MATEMATICAS,PROGRAMACION,QUIMICA,INGLES,8.0,8.0,10.0,9.0,8.0,NINGUNO,DIFERENTE,3,1,4,7,0
22,MUJER,INGENIERIA EN TELECOMUNICACIONES,17,9,4,4,4,1,1,1,2,4,4,4,EXTRANJERO,RAZONAMIENTO MATEMATICO,LOGICA,TRABAJO EN EQUIPO,CREATIVIDAD,AUTODIDACTA,8.0,8.0,4.0,8.0,8.0,PERSONAL,2,89,5,8,5,8,CALCULO,FISICA,MATEMATICAS,QUIMICA,LOGICA,10.0,10.0,9.0,10.0,9.0,CARRERA DE NUEVA,S/CARRERA,2,2,8,7,6
21,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,3,3,1,3,1,1,3,4,CAMPO,RAZONAMIENTO,INGENIO,ADAPTABILIDAD,INNOVACION,RESILENCIA,8.0,8.0,8.0,8.0,10.0,PERSONAL,1,9,8,75,21,84,CALCULO,FISICA, CIBERNETICA, ESTADISTICA,QUIMICA,7.0,9.0,9.0,8.0,8.0,NINGUNO,S/CARRERA,2,2,30,18,8
21,HOMBRE,INGENIERIA EN COMPUTACION,13,0,5,5,5,1,1,1,1,1,5,5,CAMPO,CONSTANCIA,EXTROVERTIDO,COMPROMISO,SEGURIDAD,EMPATIA,8.0,7.0,9.0,8.0,10.0,PERSONAL,1,18,18,37,64,35,MATEMATICAS, TEMAS SELECTOS DE MATEMATICAS,ORIENTACION EDUCATIVA,LITERATURA,CALCULO,8.0,9.0,10.0,10.0,8.0,WEB / REDES SOC,DIFERENTE,1,13,25,22,4
21,MUJER,INGENIERIA EN COMPUTACION,18,0,3,2,4,5,1,1,1,1,4,3,OTROS,CRITICO,RAZOMANIENTO LOGICO,PENSAMIENTO MATEMATICO,INTELIGENCIA,INVESTIGACION,8.0,6.0,5.0,5.0,9.0,PERSONAL,3,41,88,24,17,6,COMPUTACION, TEMAS SELECTOS DE MATEMATICAS, ETICA,ITALIANO,TEATRO,10.0,9.0,10.0,10.0,10.0,NINGUNO,DIFERENTE,4,13,23,42,49
24,HOMBRE,INGENIERIA MECATRONICA,18,4,4,4,3,4,2,5,5,3,1,4,OFICINAS,TRABAJAR BAJO PRESION,CONSTACIA,ORGANIZACION,HABILIDAD MATEMATICA,RESPONSABILIDAD,7.0,6.0,7.0,8.0,9.0,PERSONAL,0,47,29,13,12,30,CALCULO,GEOMETRIA ANALITICA,PROGRAMACION,MATEMATICAS,INGLES,6.0,8.0,8.0,7.0,8.0,NINGUNO,MISMA,2,17,4,6,0
24,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,3,4,3,3,1,3,3,2,4,OFICINAS,RESOLVER PROBLEMAS,DEDICACION,CRETIVIDAD,RAZONAMIENTO,TRABAJO EN EQUIPO,6.0,6.0,8.0,8.0,9.0,PERSONAL,0,15,9,53,10,3,MATEMATICAS,PROGRAMACION, GEOMETRIA,INGLES,CALCULO,6.0,6.0,7.0,7.0,7.0,NINGUNO,DIFERENTE,1,24,3,4,4
