EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,ID_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,TIPOS_ESPACIOS,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,ESPACIOS_ID,HABILIDAD1_ID,HABILIDAD2_ID,HABILIDAD3_ID,HABILIDAD4_ID,HABILIDAD5_ID
21,HOMBRE,INGENIERIA INDUSTRIAL,18,1,5,4,5,5,5,5,5,5,4,4,OTROS,DISIPLINA,LIDERAZGO,PERSEVERANCIA,HABILIDAD MATEMATICA,TOMA DE DESICIONES,9.0,7.0,10.0,8.0,7.0,PERSONAL,3,71,6,48,12,16
25,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,5,5,5,5,1,5,5,CAMPO,CREATIVIDAD,CONSTANCIA,PENSAMIENTO CRTITICO,EFICACIA,INGLES,10.0,7.0,8.0,7.0,9.0,PERSONAL,1,4,18,111,72,14
22,MUJER,INGENIERIA EN COMPUTACION,17,0,4,4,3,1,1,1,1,1,1,1,CAMPO,RAZOCINEO,LOGICA,ENTENDIMIENTO,TRABAJO EN EQUIPO,INGLES,9.0,9.0,9.0,8.0,9.0,PERSONAL,1,60,0,99,6,14
23,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,5,5,5,1,5,5,5,3,5,CAMPO,VISION,TRABAJO EN EQUIPO,LIDERAZGO,RAZONAMIENTO,LOGICA,8.0,10.0,8.0,7.0,9.0,PERSONAL,1,49,11,15,9,15
23,HOMBRE,INGENIERIA EN COMPUTACION,17,0,3,4,5,5,4,5,5,3,4,4,CAMPO,SINTESIS,RAZONAMIENTO,LIDERAZGO,LOGICA,VISION,8.0,8.0,7.0,8.0,8.0,PERSONAL,1,32,2,15,7,29
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,3,2,4,2,1,5,5,1,1,1,CAMPO,RESOLVER PROBLEMAS,ABSRACION,ANALITICO,AUTODIDACTA,ORGANIZACION,7.0,7.0,8.0,8.0,7.0,PERSONAL,1,14,53,34,45,8
21,HOMBRE,INGENIERIA INDUSTRIAL,18,1,4,4,4,1,5,5,5,1,1,3,CAMPO,ANALITICO,LIDERAZGO,PRODUCTIVO,INOVACION,CREATIVIDAD,10.0,7.0,8.0,7.0,7.0,PERSONAL,1,17,6,56,80,7
21,MUJER,INGENIERIA INDUSTRIAL,16,1,5,5,5,4,3,1,1,4,4,4,CAMPO,DISENO,ACTITUD,CREATIVIDAD,INNOVACION,PLANEACION,10.0,9.0,9.0,8.0,9.0,PERSONAL,1,30,44,4,23,28
21,MUJER,INGENIERIA INDUSTRIAL,18,1,4,4,5,5,4,1,4,2,4,4,EXTRANJERO,LIDERAZGO,RAZONAMIENTO,CREATIVIDAD,LOGICA,RESPONSABILIDAD,4.0,4.0,3.0,4.0,4.0,PERSONAL,2,2,2,4,7,11
20,MUJER,INGENIERIA INDUSTRIAL,17,1,5,5,5,1,1,1,1,1,1,2,EXTRANJERO,LIDERAZGO,CREATIVIDAD,EMPRENDIMIENTO,TRABAJO EN EQUIPO,ETICA,7.0,6.0,7.0,9.0,10.0,PERSONAL,2,2,1,47,6,75
21,MUJER,INGENIERIA INDUSTRIAL,17,1,4,5,5,5,3,5,3,3,4,4,EXTRANJERO,EFICIENCIA,OPTIMIZAR,ANALITICO,HABLAR EN PUBLICO,LIDERAZGO,9.0,9.0,9.0,10.0,10.0,PERSONAL,2,76,101,34,112,4
23,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,17,2,5,5,4,4,3,3,5,4,4,4,EXTRANJERO,ABSTRACION,PENSAMIENTO CRITICO,HABILIDAD NUMERICA,IDIOMAS,COMPRENSION,8.0,8.0,8.0,5.0,7.0,PERSONAL,2,52,17,116,38,36
22,MUJER,INGENIERIA PETROLERA,18,4,4,4,5,5,1,5,4,3,5,5,EXTRANJERO,LIDERAZGO,TOMA DE DECISIONES,HABILIDAD PARA MATEMATICAS,VISUALIZAR ESPACIO Y TRABAJAR EN UN AMBIENTE DIFERENTE,NOINFO,9.0,8.0,9.0,10.0,7.0,PERSONAL,2,2,31,5,120,0
26,MUJER,INGENIERIA EN COMPUTACION,15,0,4,4,5,5,3,3,2,2,4,4,CAMPO,LIDERAZGO,ANALISIS,TRABAJO EN EQUIPO,RAZONAMIENTO,LOGICA,8.0,8.0,7.0,9.0,8.0,PERSONAL,1,2,12,7,9,15
20,MUJER,CONTADURIA,17,13,4,5,5,5,5,5,1,1,1,2,CAMPO,HABILIDAD MATEMATICA,DISCIPLINA,RAZONAMIENTO,TOMA DE DECISIONES,HABILIDADES DE COMUNICACION,10.0,8.0,9.0,8.0,7.0,PERSONAL,1,13,13,18,62,3
26,HOMBRE,INGENIERIA MECATRONICA,18,5,1,2,1,1,1,1,1,1,4,4,EXTRANJERO,MATEMATICAS,LOGICA,IDIOMAS,TRABAJO EN EQUIPO,NOINFO,7.0,0.0,0.0,0.0,0.0,FAMILIARES,2,3,0,37,6,0
24,MUJER,CONTADURIA,18,13,2,4,5,1,5,5,5,4,1,4,CAMPO,TRABAJO EN EQUIPO,LIDERAZGO,TOMA DE DECISIONES,RAZONAMIENTO LOGICO Y SER SOCIABLE,NOINFO,9.0,7.0,7.0,7.0,8.0,PERSONAL,1,5,6,51,96,0
22,MUJER,INGENIERIA INDUSTRIAL,17,1,5,5,4,5,5,1,1,1,1,1,OFICINAS,PROACTIVIDAD,NOINFO,NOINFO,NOINFO,NOINFO,9.0,7.0,9.0,6.0,9.0,PERSONAL,0,69,5,2,1,0
24,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,5,1,1,4,1,4,4,CAMPO,INGENIO,ABSTRACTO,AUTODIDACTA,PACIENCIA,INGLES,10.0,10.0,9.0,8.0,9.0,PERSONAL,1,6,36,41,14,14
26,MUJER,INGENIERIA EN COMPUTACION,19,0,5,5,5,5,5,1,5,1,1,4,CAMPO,ANALISIS,RESPONSABILIDAD,SABER BUSCAR INFORMACION,TOLARANCIA,ATENCION AL DETALLE,9.0,10.0,8.0,9.0,10.0,PERSONAL,1,1,4,58,59,61
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,5,5,5,5,5,5,5,5,1,CAMPO,ESTUDIAR CONSTANTEMENTE,RESPONSABILIDAD,PREVENCION,COMPRENSION,NOINFO,2.0,3.0,3.0,4.0,4.0,PERSONAL,1,83,4,59,32,0
27,MUJER,INGENIERIA ELECTRICA ELECTRONICA,22,2,5,5,5,5,5,1,1,1,5,5,CAMPO,AGILIDAD MENTAL,IMAGINACION,TRABAJO BAJO PRESION,NOINFO,NOINFO,9.0,10.0,8.0,0.0,0.0,PERSONAL,1,48,14,96,1,0
22,HOMBRE,INGENIERIA CIVIL ,18,3,4,4,4,5,2,1,1,1,5,4,EXTRANJERO,CAPACIDAD DE ANALISIS,CREATIVIDAD,TRABAJO EN EQUIPO,INGENIO,LIDERAZGO,3.0,3.0,5.0,4.0,4.0,PERSONAL,2,40,1,7,42,4
26,MUJER,INGENIERIA EN COMPUTACION,18,0,5,4,5,1,1,5,5,1,5,5,CAMPO,PACIENCIA,DESTREZA,TOLERANCIA,RESPONSABILIDAD,NOINFO,2.0,3.0,2.0,2.0,3.0,PERSONAL,1,12,37,54,21,0
25,HOMBRE,CIENCIA POLITICA,19,25,5,5,5,5,2,1,1,1,1,2,OFICINAS,SINTESIS,ANALISIS,PENSAMIENTO PROSPECTIVO,CAPACIDAD EXPLICATIVA Y EXCELENTE REDADCCION,NOINFO,9.0,9.0,9.0,9.0,9.0,PERSONAL,0,32,12,106,106,0
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,4,5,5,5,3,3,4,4,4,CAMPO,LOGICA,CONSTANCIA,MEMORIA,PACIENCIA E INTUICION,NOINFO,9.0,8.0,7.0,6.0,8.0,PERSONAL,1,9,18,32,126,0
23,HOMBRE,INGENIERIA CIVIL,18,3,5,5,5,5,1,2,2,1,5,4,EXTRANJERO,DISENAR ESTRUCTURAS,NOINFO,NOINFO,NOINFO,NOINFO,8.0,7.0,8.0,8.0,9.0,PERSONAL,2,62,5,2,1,0
25,MUJER,DISENO Y COMUNICACION VISUAL,17,10,4,5,3,5,5,5,5,1,5,1,CAMPO,CREATIVIDAD,PACIENCIA,VISION,COGNITIVA,MOTRIZ,4.0,3.0,4.0,4.0,4.0,PERSONAL,1,4,8,22,99,90
26,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,18,2,2,2,5,5,5,5,5,5,5,5,CAMPO,RESPONSABILIDAD,LIDERAZGO,PACIENCIA,INTELIGENCIA,RAPIDEZ,2.0,3.0,3.0,3.0,2.0,PERSONAL,1,18,6,16,10,65
28,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,4,5,1,1,5,5,5,1,EXTRANJERO,TRABAJO EN EQUIPO,TRABAJO BAJO PRESION,ADAPTACION,COMUNICACION,DIRECCION DE EQUIPO,10.0,9.0,8.0,8.0,9.0,PERSONAL,2,5,7,67,13,98
22,MUJER,INGENIERIA MECATRONICA,18,5,2,4,4,2,5,1,1,1,4,3,OTROS,CREATIVIDAD, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,TRABAJO EN EQUIPO, TRABAJO INDIVIDUAL,LIDERAZGO,8.0,7.0,8.0,8.0,7.0,PERSONAL,3,4,3,7,111,4
22,MUJER,INGENIERIA INDUSTRIAL,18,1,5,5,5,5,5,5,5,4,4,5,CAMPO,OPTIMIZACION,PROCESOS,MATEMATICAS,INNOVACION,TECNOLOGIA,9.0,9.0,8.0,9.0,9.0,PERSONAL,1,59,38,17,23,78
22,HOMBRE,INGENIERIA MECANICA,18,7,5,5,5,1,5,5,5,1,1,1,EXTRANJERO,MATEMATICA,LOGICA,RESOLVER PROBLEMAS,ANALISIS ESPACIAL,NOINFO,9.0,9.0,9.0,8.0,9.0,PERSONAL,2,7,0,25,46,0
28,HOMBRE,INGENIERIA PETROLERA,19,4,4,2,2,1,1,5,5,1,5,4,EXTRANJERO,TRABAJO EN EQUIPO,TRABAJO BAJO PRESION,HABLAR EN PUBLICO,CAPACIDAD DE ANALISIS Y AUTODIDACTA,NOINFO,9.0,8.0,8.0,8.0,9.0,PERSONAL,2,5,7,104,11,0
20,MUJER,INGENIERIA EN COMPUTACION,18,0,4,4,5,5,1,1,2,1,4,4,CAMPO,LOGICA,IMAGINACION,CONSTANCIA,COMPRENSION DE LECTURA,PACIENCIA,7.0,10.0,9.0,9.0,8.0,PERSONAL,1,9,14,9,123,18
22,MUJER,INGENIERIA MECATRONICA,17,5,4,3,5,5,5,5,5,5,5,5,CAMPO,TRABAJO EN EQUIPO,ORGANIZACION,COMUNICACION,PLANEACION,PENSAMIENTO LOGICO,9.0,10.0,10.0,10.0,10.0,AMIGOS,1,5,22,40,35,30
24,HOMBRE,LIC INFORMATICA,20,37,4,5,5,5,5,1,1,5,5,5,CAMPO,MATEMATICA,NOINFO,NOINFO,NOINFO,NOINFO,6.0,6.0,8.0,7.0,9.0,PERSONAL,1,7,5,2,1,0
23,MUJER,INGENIERIA EN COMPUTACION,17,0,2,2,5,5,5,5,5,1,2,2,CAMPO,AUTODIDACTA,ACTITUD,RESPONSABLE,TRABAJAR EN EQUIPO,NOINFO,8.0,8.0,8.0,8.0,7.0,FAMILIARES,1,23,44,66,100,0
20,HOMBRE,INGENIERIA EN COMPUTACION,15,0,5,5,5,1,5,1,1,5,4,4,OFICINAS,CRITICO,LOGICA,CONSTANCIA,ESTUDIO,NOINFO,10.0,10.0,6.0,10.0,0.0,PERSONAL,0,38,0,9,27,0
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,5,5,5,5,3,3,4,4,5,CAMPO,MATEMATICAS,ACTITUD,PROGRAMACION,PLANEACION,IDIOMAS,8.0,9.0,9.0,10.0,10.0,PERSONAL,1,3,44,11,35,22
22,MUJER,GASTRONOMIA,17,29,5,5,5,1,5,5,5,4,1,1,OFICINAS,LIDERAZGO,RESPONSABILIDAD,CREATIVIDAD,DESTREZA,NOINFO,2.0,1.0,1.0,1.0,1.0,PERSONAL,0,2,4,4,16,0
24,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,5,5,4,5,5,5,4,5,4,CAMPO,LIDERAZGO,DEDICACIO,RESOLUCION DE PROBLEMA,ORDENADO,PACIENCIA,3.0,4.0,3.0,3.0,2.0,PERSONAL,1,2,91,118,108,18
21,HOMBRE,INGENIERIA EN COMPUTACION,16,0,4,5,4,4,5,5,4,4,5,3,CAMPO,TOLERANCIA,ENTENDIMIENTO,CREATIVIDAD,DETECCION,SOLUCIONAR,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,35,50,4,81,86
36,HOMBRE,BIOLOGIA,17,21,5,5,5,1,4,1,1,1,1,1,OFICINAS,RESOLUCION DE PROBLEMAS, ADAPTABILIDAD,ANALITICO,TRABAJO EN EQUIPO,IDIOMAS,8.0,10.0,8.0,9.0,6.0,PERSONAL,0,24,90,34,6,22
22,HOMBRE,INGENIERIA EN COMPUTACION,15,0,5,5,5,5,5,5,5,5,5,5,OTROS,DOMINIO DEL IDIOMA INGLES,CERTIFICACIONES,MATEMATICAS,PROGRAMACION,HABILIDAD MATEMATICA,10.0,10.0,10.0,10.0,9.0,PERSONAL,3,19,92,17,2,17
22,MUJER,INGENIERIA EN COMPUTACION,18,0,4,5,2,5,2,1,1,1,5,5,CAMPO,RAZONAMIENTO MATEMATICO,ABSTRACCION,TRABAJAR BAJO PRESION,RESOLUCION DE PROBLEMAS,CREATIVIDAD E IMAGINACION,2.0,2.0,2.0,2.0,3.0,PERSONAL,1,0,39,29,4,41
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,5,1,4,4,5,4,4,CAMPO,COMPRENSION,RAZONAMIENTO,HABILIDADES COMUNICATIVAS,CREATIVIDAD,LIDERAZGO,8.0,9.0,10.0,8.0,10.0,PERSONAL,1,39,2,28,3,4
23,HOMBRE,INGENIERIA EN COMPUTACION,19,0,5,5,5,1,5,5,5,5,5,4,CAMPO,HABILIDAD MATEMATICA,RAZONAMIENTO,IMAGINACION,ANALISIS ESPACIAL,HABILIDAD MATEMATICA,9.0,9.0,9.0,9.0,9.0,PERSONAL,1,13,2,27,46,17
18,MUJER,ACTUARIA,15,16,5,5,5,5,4,5,5,2,5,2,CAMPO,HABILIDAD MATEMATICA,LOGICA,RELACIONES INTERPERSONALES,BUEN PROCESAMIENTO DE DATOS,HABILIDAD PARA RESOLVER PROBLEMAS,10.0,10.0,8.0,9.0,9.0,PERSONAL,1,13,0,90,47,23
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,4,4,1,1,1,1,1,2,2,CAMPO,PENSAMIENTO LOGICO,ANALITICO,PENSAMIENTO MATEMATICO,DEDICACION,NOINFO,9.0,8.0,8.0,7.0,6.0,PERSONAL,1,36,15,45,63,0
25,MUJER,TRABAJO SOCIAL,18,22,4,4,4,5,1,1,1,1,1,1,CAMPO,TRABAJO EN EQUIPO,RESOLVER PROBLEMAS,HABILIDADES COMUNICATIVAS,CREATIVIDAD,FLEXIBILIDAD,8.0,9.0,9.0,8.0,9.0,PERSONAL,1,5,34,28,3,89
21,MUJER,INGENIERIA EN COMPUTACION,18,0,4,2,5,5,5,1,1,1,5,4,CAMPO,AUTODIDACTA,RESOLUCION DE PROBLEMAS,ANALISIS DE SISTEMAS,PROGRAMACION,TRABAJO EN EQUIPO,7.0,8.0,7.0,8.0,7.0,PERSONAL,1,23,16,61,2,1
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,5,4,4,5,4,4,4,5,CAMPO,RESPONSABILIDAD,CONCENTRACION,TOLERANCIA,CREATIVIDAD,HABILIDAD PARA RESOLVER PROBLEMAS,8.0,9.0,10.0,8.0,10.0,PERSONAL,1,18,41,54,3,23
32,HOMBRE,INFORMATICA,30,17,4,4,4,1,4,3,4,4,1,1,CAMPO,RAZONAMIENTO,CREATIVIDAD,INGLES,DOCUMENTAR,ACTIVO,8.0,9.0,4.0,7.0,9.0,PERSONAL,1,28,1,42,78,92
22,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,5,5,5,5,5,5,5,CAMPO,PROGRAMACION,PLANIFICACION,ANALISIS DE SISTEMAS,HABILIDAD EN EL AMBITO MATEMATICO,CONOCIMIENTOS DE NORMAS,9.0,7.0,8.0,8.0,9.0,PERSONAL,1,16,20,61,107,42
23,HOMBRE,ECONOMIA,20,30,4,4,5,2,4,1,1,1,4,4,OFICINAS,MATEMATICAS,TEORIA,ANALISIS E INVESTIGACION,NOINFO,NOINFO,10.0,10.0,9.0,9.0,9.0,PERSONAL,0,3,65,43,1,0
21,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,5,3,5,4,4,5,3,CAMPO,AUTODIDACTA,LOGICA,APASIONADO,ASTUCIA,CREATIVIDAD,10.0,9.0,9.0,9.0,10.0,PERSONAL,1,23,0,92,92,7
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,5,5,5,4,5,5,5,5,5,CAMPO,CREATIVIDAD,ANALITICO,PERSEVERANTE,NOINFO,NOINFO,9.0,8.0,8.0,5.0,5.0,PERSONAL,1,4,15,63,1,0
21,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,5,1,4,1,4,1,5,4,OTROS,MATEMATICAS,SOCIALES,LOGICAS,DESTREZA,PACIENCIA,7.0,8.0,10.0,9.0,9.0,PERSONAL,3,3,95,87,16,18
22,MUJER,INGENIERIA EN COMPUTACION,14,0,4,4,5,1,4,4,5,5,4,3,CAMPO,CREATIVIDAD,DILIGENCIA,AUTODIDACTA,PROGRAMACION,MODELADO,3.0,3.0,3.0,2.0,3.0,PERSONAL,1,4,60,41,2,81
23,MUJER,INGENIERIA EN COMPUTACION,19,0,5,5,4,4,1,5,5,1,4,4,CAMPO,MATEMATICA,LOGICA,RAZONAMIENTO,SOLUCION DE PROBLEMAS,COMPRENSION,9.0,10.0,8.0,9.0,9.0,PERSONAL,1,7,0,18,101,36
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,2,2,4,5,5,5,5,5,2,1,CAMPO,DISCIPLINA,CREATIVIDAD,EMPATIA,LIDERAZGO,AUTODIDACTA,7.0,9.0,9.0,8.0,9.0,PERSONAL,1,11,1,14,8,12
21,MUJER,INGENIERIA EN COMPUTACION,17,0,5,5,5,1,1,1,1,1,5,4,CAMPO,CONSTANCIA,COMPRENDER,ANALIZAR,PACIENCIA,SER ESTRUCTURADO,9.0,10.0,10.0,9.0,10.0,PERSONAL,1,15,76,108,14,82
22,HOMBRE,INGENIERIA EN COMPUTACION,16,0,2,5,5,1,1,1,1,1,1,1,OTROS,DEDICACION,CONCENTRACION,PASION,ANALISIS,SENTIDO COMUN,8.0,5.0,9.0,10.0,9.0,FAMILIARES,3,10,41,33,28,70
23,HOMBRE,INGENIERIA MECANICA,19,7,4,4,5,3,4,4,5,4,4,4,OFICINAS,ANALITICO,DISCIPLINADO,TRABAJO EN EQUIPO,NOINFO,NOINFO,10.0,10.0,10.0,0.0,0.0,PERSONAL,0,17,79,7,1,0
53,HOMBRE,CONTADURIA,18,13,4,1,5,1,5,1,1,5,1,4,CAMPO,PACIENCIA,HONESTIDAD,DISCIPLINA,CONSTANCIA,DEDICACION,8.0,10.0,9.0,10.0,10.0,PERSONAL,1,12,89,10,15,2
22,HOMBRE,INGENIERIA MECANICA,17,7,2,4,5,4,2,1,1,1,4,4,CAMPO,PACIENCIA,RESILIENCIA,INTELIGENCIA,CREATIVIDAD,DEDICACION,9.0,9.0,8.0,9.0,6.0,PERSONAL,1,12,59,24,3,2
21,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,17,2,1,1,5,5,5,1,1,1,1,5,EXTRANJERO,LIDERAZGO,LOGICA,MATEMATICA,RAZONAMIENTO,ENTREGA,2.0,3.0,3.0,3.0,3.0,PERSONAL,2,2,0,26,9,58
21,MUJER,INGENIERIA EN COMPUTACION,16,0,4,5,5,1,3,5,5,1,1,2,CAMPO,PACIENCIA,CONTROL,RESPETO,EMPATIA,DEDICACION,10.0,7.0,10.0,3.0,10.0,PERSONAL,1,12,29,38,22,2
20,HOMBRE,INGENIERIA CIVIL,16,3,5,5,5,4,1,3,1,1,3,4,OTROS,LIDERAZGO,DECISION,COMPROMISO,NOINFO,NOINFO,7.0,7.0,6.0,0.0,0.0,PERSONAL,3,2,82,0,1,0
40,HOMBRE,SOCIOLOGIA,37,31,5,5,5,1,1,1,1,1,1,1,EXTRANJERO,ANALISIS,CRITICA,OBSERVACION,TEORIAS,EXPERIMENTACION,9.0,9.0,10.0,8.0,8.0,PERSONAL,2,1,98,74,66,69
24,MUJER,INGENIERIA EN COMPUTACION,19,0,2,2,2,1,1,1,1,1,2,2,OTROS,ANALISIS,TRABAJO EN EQUIPO,TRABAJO BAJO PRESION,HABILIDAD DE PROGRAMACION,RESOLVER CASOS EN UN TIEMPO ESTABLECIDO,8.0,10.0,10.0,7.0,8.0,PERSONAL,3,1,11,96,117,93
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,4,5,5,5,1,2,1,CAMPO,ANALISIS,RAZONAMIENTO,AUTOAPRENDIZAJE,PACIENCIA,ABSTRACCION,8.0,8.0,10.0,9.0,8.0,PERSONAL,1,1,2,109,14,21
22,MUJER,INGENIERIA PETROLERA,18,4,2,4,1,5,5,5,5,5,5,5,EXTRANJERO,ANALISIS,ACTITUD,CREATIVIDAD,TRABAJO EN EQUIPO,TOMA DE DESICIONES,10.0,10.0,8.0,10.0,10.0,PERSONAL,2,1,44,4,6,16
22,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,18,9,5,4,5,1,1,5,5,1,1,4,CAMPO,ANALISIS,INTERPRETACION,ORGANIZACION,CONSTANCIA,NOINFO,8.0,9.0,9.0,10.0,0.0,PERSONAL,1,1,61,23,15,0
23,MUJER,ACTUARIA,15,16,5,5,5,5,5,1,1,1,1,1,CAMPO,ANALISIS,RESOLUCION DE PROBLEMAS,TRABAJO EN EQUIPO,PERSISTENCIA,NOINFO,9.0,8.0,10.0,10.0,0.0,PERSONAL,1,1,16,7,91,0
21,HOMBRE,INGENIERIA EN COMPUTACION,11,0,5,5,5,1,1,1,1,1,1,4,CAMPO,ANALISIS,TOMA DE DECISIONES,LOGICA,NOINFO,NOINFO,7.0,8.0,6.0,0.0,0.0,PERSONAL,1,1,31,12,1,0
20,MUJER,INGENIERIA EN TELECOMUNICACIONES,15,9,4,5,5,5,2,5,5,5,5,3,CAMPO,INGENIO,HABILIDAD NUMERICA,CREATIVIDAD,MEMORIA,RESPONSABILIDAD,8.0,8.0,9.0,8.0,10.0,PERSONAL,1,6,73,4,48,11
20,MUJER,INGENIERIA EN COMPUTACION,13,0,5,5,4,5,5,5,5,3,1,3,OTROS,CALCULO,FISICA,PROGRAMACION,ALGEBRA Y ESTRUCTURAS DE DATOS,NOINFO,9.0,10.0,9.0,9.0,9.0,PERSONAL,3,86,21,11,115,0
26,HOMBRE,INGENIERIA EN COMPUTACION,22,0,2,4,4,1,1,1,1,1,4,4,CAMPO,LOGICA,CREATIVIDAD,DISENO,PACIENCIA,RAZONAMIENTO,4.0,4.0,4.0,5.0,5.0,PERSONAL,1,9,1,20,14,6
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,4,4,5,5,5,1,1,OTROS,LOGICA,ACTITUD,RAZONAMIENTO,HABILIDAD MATEMATICA,INTELIGENCIA,9.0,9.0,8.0,10.0,9.0,PERSONAL,3,9,44,18,12,77
21,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,5,5,5,1,1,1,1,1,1,CAMPO,LOGICA,MATEMATICA,ALGORITMICA,ABSTRACCION,RAZONAMIENTO,2.0,2.0,2.0,2.0,2.0,PERSONAL,1,9,40,75,5,6
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,2,5,1,1,5,5,1,1,5,CAMPO,LOGICA,MATEMATICA,COMPANERISMO,ABSTRACCION,INTERPRETACION,3.0,3.0,3.0,3.0,3.0,PERSONAL,1,9,40,44,5,40
19,MUJER,INGENIERIA MECANICA,18,7,5,5,1,5,1,5,5,1,1,1,EXTRANJERO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,PERSONAL,2,8,5,2,1,0
31,HOMBRE,ANTROPOLOGIA SOCIAL,22,11,5,4,5,1,1,1,1,1,1,1,EXTRANJERO,CAPACIDAD DE ANALISIS,TRABAJO EN EQUIPO,CREACION DE PROYECTOS,RESOLUCION DE PROBLEMAS,NOINFO,9.0,7.0,8.0,9.0,8.0,PERSONAL,2,40,11,115,4,0
25,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,18,2,4,4,2,5,5,2,4,5,4,4,CAMPO,COMUNICACION,PERSEVERANCIA,ORGANIZACION,TRABAJO BAJO PRESION,NOINFO,6.0,9.0,8.0,7.0,8.0,PERSONAL,1,29,81,23,19,0
23,MUJER,CIENCIAS DE LA COMUNICACION,18,23,2,2,2,5,5,5,5,5,1,1,OFICINAS,BUENA ORTOGRAFIA,ACTITUD,CAPACIDAD DE SINTESIS,RAPIDEZ MENTAL,HABILIDAD PARA RESOLVER PROBLEMAS,9.0,9.0,10.0,9.0,9.0,PERSONAL,0,26,44,55,57,23
24,MUJER,TRABAJO SOCIAL,17,22,4,5,1,1,1,1,1,1,1,1,EXTRANJERO,OBSERVACION,EMPATIA,COMPROMISO,ASERTIVIDAD,INTERES,10.0,10.0,10.0,9.0,10.0,PERSONAL,2,25,42,0,58,76
22,HOMBRE,ADMINISTRACION,17,12,1,1,5,1,5,5,5,5,5,5,CAMPO,PLANEACION,LIDERAZGO,CREATIVIDAD,COMUNICACION Y ORGANIZACION,NOINFO,9.0,9.0,9.0,9.0,9.0,PERSONAL,1,85,6,4,64,0
23,MUJER,DISENO Y COMUNICACION VISUAL,18,10,5,5,4,5,1,1,1,1,1,4,OFICINAS,DIBUJO,CREATIVIDAD,PACIENCIA,PRACTICA,DISCIPLINA,5.0,8.0,9.0,8.0,7.0,PERSONAL,0,45,1,16,30,9
24,MUJER,DISENO Y COMUNICACION VISUAL,13,10,5,5,5,1,1,1,1,1,1,2,OFICINAS,DIBUJO,CREATIVIDAD,CONCEPTUALIZACION,PRACTICA,NOINFO,9.0,8.0,9.0,9.0,7.0,PERSONAL,0,45,1,69,30,0
22,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,18,2,4,4,5,1,1,5,5,5,1,1,EXTRANJERO,INGENIO,INTELIGENCIA,RAZONAMIENTO,ANALISIS,PLANEACION,7.0,7.0,6.0,7.0,7.0,PERSONAL,2,6,93,18,28,28
18,MUJER,FISIOTERAPIA,17,24,4,5,5,1,5,1,5,5,1,1,OTROS,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,10.0,10.0,9.0,0.0,9.0,PERSONAL,3,8,5,2,1,0
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,4,5,1,1,1,1,4,3,CAMPO,CAPACIDAD DE ANALISIS,PENSAMIENTO LOGICO,RESOLUCION DE PROBLEMAS,CREATIVIDAD,TRABAJO BAJO PRESION,8.0,9.0,9.0,8.0,10.0,PERSONAL,1,40,46,1,3,37
